采购需求单位,时间,网址,标题,内容,投标截止时间,地址,项目预算
中移集成公司,2023-7-4,https://urldefense.com/v3/__https://b2b.10086.cn/b2b/main/viewNoticeContent.html?noticeBean.id=__;!!C8PT2x6w!vRAbg1F-usd1TH9F4jQe-q5GOscbcqD1ylGJEOUJ2LqIDqmi8f4EqRg11l9UVGyYqIrtcEPeb2seaznEbqnyep1p$ 949767
陕西移动,2023-7-4,https://urldefense.com/v3/__https://b2b.10086.cn/b2b/main/viewNoticeContent.html?noticeBean.id=__;!!C8PT2x6w!vRAbg1F-usd1TH9F4jQe-q5GOscbcqD1ylGJEOUJ2LqIDqmi8f4EqRg11l9UVGyYqIrtcEPeb2seaznEbqnyep1p$ 949738
内蒙移动,2023-7-4,https://urldefense.com/v3/__https://b2b.10086.cn/b2b/main/viewNoticeContent.html?noticeBean.id=__;!!C8PT2x6w!vRAbg1F-usd1TH9F4jQe-q5GOscbcqD1ylGJEOUJ2LqIDqmi8f4EqRg11l9UVGyYqIrtcEPeb2seaznEbqnyep1p$ 949737
辽宁移动,2023-7-4,https://urldefense.com/v3/__https://b2b.10086.cn/b2b/main/viewNoticeContent.html?noticeBean.id=__;!!C8PT2x6w!vRAbg1F-usd1TH9F4jQe-q5GOscbcqD1ylGJEOUJ2LqIDqmi8f4EqRg11l9UVGyYqIrtcEPeb2seaznEbqnyep1p$ 949709
云南移动,2023-7-4,https://urldefense.com/v3/__https://b2b.10086.cn/b2b/main/viewNoticeContent.html?noticeBean.id=__;!!C8PT2x6w!vRAbg1F-usd1TH9F4jQe-q5GOscbcqD1ylGJEOUJ2LqIDqmi8f4EqRg11l9UVGyYqIrtcEPeb2seaznEbqnyep1p$ 949744
终端公司,2023-7-4,https://urldefense.com/v3/__https://b2b.10086.cn/b2b/main/viewNoticeContent.html?noticeBean.id=__;!!C8PT2x6w!vRAbg1F-usd1TH9F4jQe-q5GOscbcqD1ylGJEOUJ2LqIDqmi8f4EqRg11l9UVGyYqIrtcEPeb2seaznEbqnyep1p$ 949741
浙江移动,2023-7-4,https://urldefense.com/v3/__https://b2b.10086.cn/b2b/main/viewNoticeContent.html?noticeBean.id=__;!!C8PT2x6w!vRAbg1F-usd1TH9F4jQe-q5GOscbcqD1ylGJEOUJ2LqIDqmi8f4EqRg11l9UVGyYqIrtcEPeb2seaznEbqnyep1p$ 949739
上海移动,2023-7-4,https://urldefense.com/v3/__https://b2b.10086.cn/b2b/main/viewNoticeContent.html?noticeBean.id=__;!!C8PT2x6w!vRAbg1F-usd1TH9F4jQe-q5GOscbcqD1ylGJEOUJ2LqIDqmi8f4EqRg11l9UVGyYqIrtcEPeb2seaznEbqnyep1p$ 949740
苏州研发中心,2023-7-4,https://urldefense.com/v3/__https://b2b.10086.cn/b2b/main/viewNoticeContent.html?noticeBean.id=__;!!C8PT2x6w!vRAbg1F-usd1TH9F4jQe-q5GOscbcqD1ylGJEOUJ2LqIDqmi8f4EqRg11l9UVGyYqIrtcEPeb2seaznEbqnyep1p$ 949713
物联网公司,2023-7-4,https://urldefense.com/v3/__https://b2b.10086.cn/b2b/main/viewNoticeContent.html?noticeBean.id=__;!!C8PT2x6w!vRAbg1F-usd1TH9F4jQe-q5GOscbcqD1ylGJEOUJ2LqIDqmi8f4EqRg11l9UVGyYqIrtcEPeb2seaznEbqnyep1p$ 949745
安徽移动,2023-7-4,https://urldefense.com/v3/__https://b2b.10086.cn/b2b/main/viewNoticeContent.html?noticeBean.id=__;!!C8PT2x6w!vRAbg1F-usd1TH9F4jQe-q5GOscbcqD1ylGJEOUJ2LqIDqmi8f4EqRg11l9UVGyYqIrtcEPeb2seaznEbqnyep1p$ 949748
终端公司,2023-7-4,https://urldefense.com/v3/__https://b2b.10086.cn/b2b/main/viewNoticeContent.html?noticeBean.id=__;!!C8PT2x6w!vRAbg1F-usd1TH9F4jQe-q5GOscbcqD1ylGJEOUJ2LqIDqmi8f4EqRg11l9UVGyYqIrtcEPeb2seaznEbqnyep1p$ 949761
甘肃移动,2023-7-4,https://urldefense.com/v3/__https://b2b.10086.cn/b2b/main/viewNoticeContent.html?noticeBean.id=__;!!C8PT2x6w!vRAbg1F-usd1TH9F4jQe-q5GOscbcqD1ylGJEOUJ2LqIDqmi8f4EqRg11l9UVGyYqIrtcEPeb2seaznEbqnyep1p$ 949752
吉林移动,2023-7-4,https://urldefense.com/v3/__https://b2b.10086.cn/b2b/main/viewNoticeContent.html?noticeBean.id=__;!!C8PT2x6w!vRAbg1F-usd1TH9F4jQe-q5GOscbcqD1ylGJEOUJ2LqIDqmi8f4EqRg11l9UVGyYqIrtcEPeb2seaznEbqnyep1p$ 949760
浙江移动,2023-7-4,https://urldefense.com/v3/__https://b2b.10086.cn/b2b/main/viewNoticeContent.html?noticeBean.id=__;!!C8PT2x6w!vRAbg1F-usd1TH9F4jQe-q5GOscbcqD1ylGJEOUJ2LqIDqmi8f4EqRg11l9UVGyYqIrtcEPeb2seaznEbqnyep1p$ 949756
浙江移动,2023-7-4,https://urldefense.com/v3/__https://b2b.10086.cn/b2b/main/viewNoticeContent.html?noticeBean.id=__;!!C8PT2x6w!vRAbg1F-usd1TH9F4jQe-q5GOscbcqD1ylGJEOUJ2LqIDqmi8f4EqRg11l9UVGyYqIrtcEPeb2seaznEbqnyep1p$ 949758
上海移动,2023-7-4,https://urldefense.com/v3/__https://b2b.10086.cn/b2b/main/viewNoticeContent.html?noticeBean.id=__;!!C8PT2x6w!vRAbg1F-usd1TH9F4jQe-q5GOscbcqD1ylGJEOUJ2LqIDqmi8f4EqRg11l9UVGyYqIrtcEPeb2seaznEbqnyep1p$ 949757
辽宁移动,2023-7-4,https://urldefense.com/v3/__https://b2b.10086.cn/b2b/main/viewNoticeContent.html?noticeBean.id=__;!!C8PT2x6w!vRAbg1F-usd1TH9F4jQe-q5GOscbcqD1ylGJEOUJ2LqIDqmi8f4EqRg11l9UVGyYqIrtcEPeb2seaznEbqnyep1p$ 949753
吉林移动,2023-7-4,https://urldefense.com/v3/__https://b2b.10086.cn/b2b/main/viewNoticeContent.html?noticeBean.id=__;!!C8PT2x6w!vRAbg1F-usd1TH9F4jQe-q5GOscbcqD1ylGJEOUJ2LqIDqmi8f4EqRg11l9UVGyYqIrtcEPeb2seaznEbqnyep1p$ 949759
浙江移动,2023-7-4,https://urldefense.com/v3/__https://b2b.10086.cn/b2b/main/viewNoticeContent.html?noticeBean.id=__;!!C8PT2x6w!vRAbg1F-usd1TH9F4jQe-q5GOscbcqD1ylGJEOUJ2LqIDqmi8f4EqRg11l9UVGyYqIrtcEPeb2seaznEbqnyep1p$ 949719
中移集成公司,2023-7-4,https://urldefense.com/v3/__https://b2b.10086.cn/b2b/main/viewNoticeContent.html?noticeBean.id=__;!!C8PT2x6w!vRAbg1F-usd1TH9F4jQe-q5GOscbcqD1ylGJEOUJ2LqIDqmi8f4EqRg11l9UVGyYqIrtcEPeb2seaznEbqnyep1p$ 949767
陕西移动,2023-7-4,https://urldefense.com/v3/__https://b2b.10086.cn/b2b/main/viewNoticeContent.html?noticeBean.id=__;!!C8PT2x6w!vRAbg1F-usd1TH9F4jQe-q5GOscbcqD1ylGJEOUJ2LqIDqmi8f4EqRg11l9UVGyYqIrtcEPeb2seaznEbqnyep1p$ 949738
内蒙移动,2023-7-4,https://urldefense.com/v3/__https://b2b.10086.cn/b2b/main/viewNoticeContent.html?noticeBean.id=__;!!C8PT2x6w!vRAbg1F-usd1TH9F4jQe-q5GOscbcqD1ylGJEOUJ2LqIDqmi8f4EqRg11l9UVGyYqIrtcEPeb2seaznEbqnyep1p$ 949737
辽宁移动,2023-7-4,https://urldefense.com/v3/__https://b2b.10086.cn/b2b/main/viewNoticeContent.html?noticeBean.id=__;!!C8PT2x6w!vRAbg1F-usd1TH9F4jQe-q5GOscbcqD1ylGJEOUJ2LqIDqmi8f4EqRg11l9UVGyYqIrtcEPeb2seaznEbqnyep1p$ 949709
云南移动,2023-7-4,https://urldefense.com/v3/__https://b2b.10086.cn/b2b/main/viewNoticeContent.html?noticeBean.id=__;!!C8PT2x6w!vRAbg1F-usd1TH9F4jQe-q5GOscbcqD1ylGJEOUJ2LqIDqmi8f4EqRg11l9UVGyYqIrtcEPeb2seaznEbqnyep1p$ 949744
终端公司,2023-7-4,https://urldefense.com/v3/__https://b2b.10086.cn/b2b/main/viewNoticeContent.html?noticeBean.id=__;!!C8PT2x6w!vRAbg1F-usd1TH9F4jQe-q5GOscbcqD1ylGJEOUJ2LqIDqmi8f4EqRg11l9UVGyYqIrtcEPeb2seaznEbqnyep1p$ 949741
浙江移动,2023-7-4,https://urldefense.com/v3/__https://b2b.10086.cn/b2b/main/viewNoticeContent.html?noticeBean.id=__;!!C8PT2x6w!vRAbg1F-usd1TH9F4jQe-q5GOscbcqD1ylGJEOUJ2LqIDqmi8f4EqRg11l9UVGyYqIrtcEPeb2seaznEbqnyep1p$ 949739
上海移动,2023-7-4,https://urldefense.com/v3/__https://b2b.10086.cn/b2b/main/viewNoticeContent.html?noticeBean.id=__;!!C8PT2x6w!vRAbg1F-usd1TH9F4jQe-q5GOscbcqD1ylGJEOUJ2LqIDqmi8f4EqRg11l9UVGyYqIrtcEPeb2seaznEbqnyep1p$ 949740
苏州研发中心,2023-7-4,https://urldefense.com/v3/__https://b2b.10086.cn/b2b/main/viewNoticeContent.html?noticeBean.id=__;!!C8PT2x6w!vRAbg1F-usd1TH9F4jQe-q5GOscbcqD1ylGJEOUJ2LqIDqmi8f4EqRg11l9UVGyYqIrtcEPeb2seaznEbqnyep1p$ 949713
物联网公司,2023-7-4,https://urldefense.com/v3/__https://b2b.10086.cn/b2b/main/viewNoticeContent.html?noticeBean.id=__;!!C8PT2x6w!vRAbg1F-usd1TH9F4jQe-q5GOscbcqD1ylGJEOUJ2LqIDqmi8f4EqRg11l9UVGyYqIrtcEPeb2seaznEbqnyep1p$ 949745
安徽移动,2023-7-4,https://urldefense.com/v3/__https://b2b.10086.cn/b2b/main/viewNoticeContent.html?noticeBean.id=__;!!C8PT2x6w!vRAbg1F-usd1TH9F4jQe-q5GOscbcqD1ylGJEOUJ2LqIDqmi8f4EqRg11l9UVGyYqIrtcEPeb2seaznEbqnyep1p$ 949748
终端公司,2023-7-4,https://urldefense.com/v3/__https://b2b.10086.cn/b2b/main/viewNoticeContent.html?noticeBean.id=__;!!C8PT2x6w!vRAbg1F-usd1TH9F4jQe-q5GOscbcqD1ylGJEOUJ2LqIDqmi8f4EqRg11l9UVGyYqIrtcEPeb2seaznEbqnyep1p$ 949761
甘肃移动,2023-7-4,https://urldefense.com/v3/__https://b2b.10086.cn/b2b/main/viewNoticeContent.html?noticeBean.id=__;!!C8PT2x6w!vRAbg1F-usd1TH9F4jQe-q5GOscbcqD1ylGJEOUJ2LqIDqmi8f4EqRg11l9UVGyYqIrtcEPeb2seaznEbqnyep1p$ 949752
吉林移动,2023-7-4,https://urldefense.com/v3/__https://b2b.10086.cn/b2b/main/viewNoticeContent.html?noticeBean.id=__;!!C8PT2x6w!vRAbg1F-usd1TH9F4jQe-q5GOscbcqD1ylGJEOUJ2LqIDqmi8f4EqRg11l9UVGyYqIrtcEPeb2seaznEbqnyep1p$ 949760
浙江移动,2023-7-4,https://urldefense.com/v3/__https://b2b.10086.cn/b2b/main/viewNoticeContent.html?noticeBean.id=__;!!C8PT2x6w!vRAbg1F-usd1TH9F4jQe-q5GOscbcqD1ylGJEOUJ2LqIDqmi8f4EqRg11l9UVGyYqIrtcEPeb2seaznEbqnyep1p$ 949756
浙江移动,2023-7-4,https://urldefense.com/v3/__https://b2b.10086.cn/b2b/main/viewNoticeContent.html?noticeBean.id=__;!!C8PT2x6w!vRAbg1F-usd1TH9F4jQe-q5GOscbcqD1ylGJEOUJ2LqIDqmi8f4EqRg11l9UVGyYqIrtcEPeb2seaznEbqnyep1p$ 949758
上海移动,2023-7-4,https://urldefense.com/v3/__https://b2b.10086.cn/b2b/main/viewNoticeContent.html?noticeBean.id=__;!!C8PT2x6w!vRAbg1F-usd1TH9F4jQe-q5GOscbcqD1ylGJEOUJ2LqIDqmi8f4EqRg11l9UVGyYqIrtcEPeb2seaznEbqnyep1p$ 949757
辽宁移动,2023-7-4,https://urldefense.com/v3/__https://b2b.10086.cn/b2b/main/viewNoticeContent.html?noticeBean.id=__;!!C8PT2x6w!vRAbg1F-usd1TH9F4jQe-q5GOscbcqD1ylGJEOUJ2LqIDqmi8f4EqRg11l9UVGyYqIrtcEPeb2seaznEbqnyep1p$ 949753
吉林移动,2023-7-4,https://urldefense.com/v3/__https://b2b.10086.cn/b2b/main/viewNoticeContent.html?noticeBean.id=__;!!C8PT2x6w!vRAbg1F-usd1TH9F4jQe-q5GOscbcqD1ylGJEOUJ2LqIDqmi8f4EqRg11l9UVGyYqIrtcEPeb2seaznEbqnyep1p$ 949759
浙江移动,2023-7-4,https://urldefense.com/v3/__https://b2b.10086.cn/b2b/main/viewNoticeContent.html?noticeBean.id=__;!!C8PT2x6w!vRAbg1F-usd1TH9F4jQe-q5GOscbcqD1ylGJEOUJ2LqIDqmi8f4EqRg11l9UVGyYqIrtcEPeb2seaznEbqnyep1p$ 949719
中移集成公司,2023-7-4,https://urldefense.com/v3/__https://b2b.10086.cn/b2b/main/viewNoticeContent.html?noticeBean.id=__;!!C8PT2x6w!vRAbg1F-usd1TH9F4jQe-q5GOscbcqD1ylGJEOUJ2LqIDqmi8f4EqRg11l9UVGyYqIrtcEPeb2seaznEbqnyep1p$ 949767
陕西移动,2023-7-4,https://urldefense.com/v3/__https://b2b.10086.cn/b2b/main/viewNoticeContent.html?noticeBean.id=__;!!C8PT2x6w!vRAbg1F-usd1TH9F4jQe-q5GOscbcqD1ylGJEOUJ2LqIDqmi8f4EqRg11l9UVGyYqIrtcEPeb2seaznEbqnyep1p$ 949738
内蒙移动,2023-7-4,https://urldefense.com/v3/__https://b2b.10086.cn/b2b/main/viewNoticeContent.html?noticeBean.id=__;!!C8PT2x6w!vRAbg1F-usd1TH9F4jQe-q5GOscbcqD1ylGJEOUJ2LqIDqmi8f4EqRg11l9UVGyYqIrtcEPeb2seaznEbqnyep1p$ 949737
辽宁移动,2023-7-4,https://urldefense.com/v3/__https://b2b.10086.cn/b2b/main/viewNoticeContent.html?noticeBean.id=__;!!C8PT2x6w!vRAbg1F-usd1TH9F4jQe-q5GOscbcqD1ylGJEOUJ2LqIDqmi8f4EqRg11l9UVGyYqIrtcEPeb2seaznEbqnyep1p$ 949709
云南移动,2023-7-4,https://urldefense.com/v3/__https://b2b.10086.cn/b2b/main/viewNoticeContent.html?noticeBean.id=__;!!C8PT2x6w!vRAbg1F-usd1TH9F4jQe-q5GOscbcqD1ylGJEOUJ2LqIDqmi8f4EqRg11l9UVGyYqIrtcEPeb2seaznEbqnyep1p$ 949744
终端公司,2023-7-4,https://urldefense.com/v3/__https://b2b.10086.cn/b2b/main/viewNoticeContent.html?noticeBean.id=__;!!C8PT2x6w!vRAbg1F-usd1TH9F4jQe-q5GOscbcqD1ylGJEOUJ2LqIDqmi8f4EqRg11l9UVGyYqIrtcEPeb2seaznEbqnyep1p$ 949741
浙江移动,2023-7-4,https://urldefense.com/v3/__https://b2b.10086.cn/b2b/main/viewNoticeContent.html?noticeBean.id=__;!!C8PT2x6w!vRAbg1F-usd1TH9F4jQe-q5GOscbcqD1ylGJEOUJ2LqIDqmi8f4EqRg11l9UVGyYqIrtcEPeb2seaznEbqnyep1p$ 949739
上海移动,2023-7-4,https://urldefense.com/v3/__https://b2b.10086.cn/b2b/main/viewNoticeContent.html?noticeBean.id=__;!!C8PT2x6w!vRAbg1F-usd1TH9F4jQe-q5GOscbcqD1ylGJEOUJ2LqIDqmi8f4EqRg11l9UVGyYqIrtcEPeb2seaznEbqnyep1p$ 949740
苏州研发中心,2023-7-4,https://urldefense.com/v3/__https://b2b.10086.cn/b2b/main/viewNoticeContent.html?noticeBean.id=__;!!C8PT2x6w!vRAbg1F-usd1TH9F4jQe-q5GOscbcqD1ylGJEOUJ2LqIDqmi8f4EqRg11l9UVGyYqIrtcEPeb2seaznEbqnyep1p$ 949713
物联网公司,2023-7-4,https://urldefense.com/v3/__https://b2b.10086.cn/b2b/main/viewNoticeContent.html?noticeBean.id=__;!!C8PT2x6w!vRAbg1F-usd1TH9F4jQe-q5GOscbcqD1ylGJEOUJ2LqIDqmi8f4EqRg11l9UVGyYqIrtcEPeb2seaznEbqnyep1p$ 949745
安徽移动,2023-7-4,https://urldefense.com/v3/__https://b2b.10086.cn/b2b/main/viewNoticeContent.html?noticeBean.id=__;!!C8PT2x6w!vRAbg1F-usd1TH9F4jQe-q5GOscbcqD1ylGJEOUJ2LqIDqmi8f4EqRg11l9UVGyYqIrtcEPeb2seaznEbqnyep1p$ 949748
终端公司,2023-7-4,https://urldefense.com/v3/__https://b2b.10086.cn/b2b/main/viewNoticeContent.html?noticeBean.id=__;!!C8PT2x6w!vRAbg1F-usd1TH9F4jQe-q5GOscbcqD1ylGJEOUJ2LqIDqmi8f4EqRg11l9UVGyYqIrtcEPeb2seaznEbqnyep1p$ 949761
甘肃移动,2023-7-4,https://urldefense.com/v3/__https://b2b.10086.cn/b2b/main/viewNoticeContent.html?noticeBean.id=__;!!C8PT2x6w!vRAbg1F-usd1TH9F4jQe-q5GOscbcqD1ylGJEOUJ2LqIDqmi8f4EqRg11l9UVGyYqIrtcEPeb2seaznEbqnyep1p$ 949752
吉林移动,2023-7-4,https://urldefense.com/v3/__https://b2b.10086.cn/b2b/main/viewNoticeContent.html?noticeBean.id=__;!!C8PT2x6w!vRAbg1F-usd1TH9F4jQe-q5GOscbcqD1ylGJEOUJ2LqIDqmi8f4EqRg11l9UVGyYqIrtcEPeb2seaznEbqnyep1p$ 949760
浙江移动,2023-7-4,https://urldefense.com/v3/__https://b2b.10086.cn/b2b/main/viewNoticeContent.html?noticeBean.id=__;!!C8PT2x6w!vRAbg1F-usd1TH9F4jQe-q5GOscbcqD1ylGJEOUJ2LqIDqmi8f4EqRg11l9UVGyYqIrtcEPeb2seaznEbqnyep1p$ 949756
浙江移动,2023-7-4,https://urldefense.com/v3/__https://b2b.10086.cn/b2b/main/viewNoticeContent.html?noticeBean.id=__;!!C8PT2x6w!vRAbg1F-usd1TH9F4jQe-q5GOscbcqD1ylGJEOUJ2LqIDqmi8f4EqRg11l9UVGyYqIrtcEPeb2seaznEbqnyep1p$ 949758
上海移动,2023-7-4,https://urldefense.com/v3/__https://b2b.10086.cn/b2b/main/viewNoticeContent.html?noticeBean.id=__;!!C8PT2x6w!vRAbg1F-usd1TH9F4jQe-q5GOscbcqD1ylGJEOUJ2LqIDqmi8f4EqRg11l9UVGyYqIrtcEPeb2seaznEbqnyep1p$ 949757
辽宁移动,2023-7-4,https://urldefense.com/v3/__https://b2b.10086.cn/b2b/main/viewNoticeContent.html?noticeBean.id=__;!!C8PT2x6w!vRAbg1F-usd1TH9F4jQe-q5GOscbcqD1ylGJEOUJ2LqIDqmi8f4EqRg11l9UVGyYqIrtcEPeb2seaznEbqnyep1p$ 949753
吉林移动,2023-7-4,https://urldefense.com/v3/__https://b2b.10086.cn/b2b/main/viewNoticeContent.html?noticeBean.id=__;!!C8PT2x6w!vRAbg1F-usd1TH9F4jQe-q5GOscbcqD1ylGJEOUJ2LqIDqmi8f4EqRg11l9UVGyYqIrtcEPeb2seaznEbqnyep1p$ 949759
浙江移动,2023-7-4,https://urldefense.com/v3/__https://b2b.10086.cn/b2b/main/viewNoticeContent.html?noticeBean.id=__;!!C8PT2x6w!vRAbg1F-usd1TH9F4jQe-q5GOscbcqD1ylGJEOUJ2LqIDqmi8f4EqRg11l9UVGyYqIrtcEPeb2seaznEbqnyep1p$ 949719
中移集成公司,2023-7-4,https://urldefense.com/v3/__https://b2b.10086.cn/b2b/main/viewNoticeContent.html?noticeBean.id=__;!!C8PT2x6w!vRAbg1F-usd1TH9F4jQe-q5GOscbcqD1ylGJEOUJ2LqIDqmi8f4EqRg11l9UVGyYqIrtcEPeb2seaznEbqnyep1p$ 949767
,,无,,0
,,无,,0
,,无,,0
,,无,,0
,,无,,0
,,无,,0
,,无,,0
,,无,,0
,,无,,0
,,无,,0
,,无,,0
,,无,,0
,,无,,0
,,无,,0
,,无,,0
,,无,,0
,,无,,0
,,无,,0
,,无,,0
,,无,,0
